Linux 3.10.0-514.16.1.el7.x86_64 (b09-h03-r620.rdu.openstack.engineering.redhat.com_4.example.com) 	06/13/2017 	_x86_64_	(2 CPU)

02:18:06 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:18:07 AM     all     51.76      0.00      4.02      0.00      0.00      0.00      0.00      0.00      0.00     44.22
02:18:07 AM       0     11.00      0.00      8.00      0.00      0.00      0.00      0.00      0.00      0.00     81.00
02:18:07 AM       1     92.93      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00      6.06
02:18:08 AM     all     49.50      0.00      0.50      0.00      0.00      0.00      0.50      0.00      0.00     49.50
02:18:08 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:18:08 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:09 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:18:09 AM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:18:09 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:10 AM     all     50.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.50
02:18:10 AM       0    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:10 AM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:18:11 AM     all     50.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     49.00
02:18:11 AM       0     21.21      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     77.78
02:18:11 AM       1     78.22      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     20.79
02:18:12 AM     all     49.75      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.75
02:18:12 AM       0      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:18:12 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:13 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:18:13 AM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
02:18:13 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:14 AM     all     50.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.00
02:18:14 AM       0      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     98.99
02:18:14 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:15 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:18:15 AM       0      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:18:15 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:16 AM     all     50.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.50
02:18:16 AM       0      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:18:16 AM       1     98.04      0.00      0.98      0.00      0.00      0.00      0.98      0.00      0.00      0.00
02:18:17 AM     all     50.75      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     48.74
02:18:17 AM       0      2.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.98
02:18:17 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:18 AM     all     50.25      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     49.75
02:18:18 AM       0     35.64      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     63.37
02:18:18 AM       1     64.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     36.00
02:18:19 AM     all     50.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     49.00
02:18:19 AM       0      7.07      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     91.92
02:18:19 AM       1     93.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      6.00
02:18:20 AM     all     50.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.00
02:18:20 AM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
02:18:20 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:21 AM     all     50.75      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     48.74
02:18:21 AM       0      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
02:18:21 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:22 AM     all     50.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.50
02:18:22 AM       0      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:18:22 AM       1     99.01      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:23 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:18:23 AM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
02:18:23 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:24 AM     all     50.25      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     49.75
02:18:24 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:18:24 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:18:25 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:18:25 AM       0      7.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     92.00
02:18:25 AM       1     92.08      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00      6.93
02:18:26 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:18:26 AM       0      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:18:26 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:        all     50.28      0.00      0.68      0.00      0.00      0.00      0.03      0.00      0.00     49.02
Average:          0      9.69      0.00      0.90      0.00      0.00      0.00      0.00      0.00      0.00     89.41
Average:          1     90.74      0.00      0.45      0.00      0.00      0.00      0.05      0.00      0.00      8.76

