Linux 3.10.0-514.16.1.el7.x86_64 (c01-h14-r620.rdu.openstack.engineering.redhat.com_2.example.com) 	06/15/2017 	_x86_64_	(2 CPU)

07:03:57 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:03:58 PM     all      0.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:03:58 PM       0      0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.01
07:03:58 PM       1      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:03:59 PM     all      1.50      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.50
07:03:59 PM       0      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.98
07:03:59 PM       1      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.98
07:04:00 PM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
07:04:00 PM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:04:00 PM       1      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
07:04:01 PM     all      0.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:01 PM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:01 PM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:04:02 PM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
07:04:02 PM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:04:02 PM       1      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:03 PM     all      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:03 PM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:03 PM       1      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:04 PM     all      0.51      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.49
07:04:04 PM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:04:04 PM       1      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
07:04:05 PM     all      2.01      0.00     22.11      0.00      0.00      0.00      0.00      0.00      0.00     75.88
07:04:05 PM       0      3.00      0.00     29.00      0.00      0.00      0.00      0.00      0.00      0.00     68.00
07:04:05 PM       1      2.02      0.00     14.14      0.00      0.00      0.00      0.00      0.00      0.00     83.84
07:04:06 PM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
07:04:06 PM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:04:06 PM       1      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
07:04:07 PM     all      1.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.50
07:04:07 PM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:07 PM       1      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:08 PM     all      0.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:08 PM       0      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
07:04:08 PM       1      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02

07:04:08 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:04:09 PM     all      3.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     96.50
07:04:09 PM       0      3.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:09 PM       1      3.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.94
07:04:10 PM     all      0.51      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.49
07:04:10 PM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:10 PM       1      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
