Linux 3.10.0-514.16.1.el7.x86_64 (b10-h06-r620.rdu.openstack.engineering.redhat.com_2.example.com) 	06/13/2017 	_x86_64_	(2 CPU)

02:26:03 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:26:04 AM     all      0.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:04 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:04 AM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:05 AM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:05 AM       0      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
02:26:05 AM       1      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:26:06 AM     all      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     98.99
02:26:06 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:06 AM       1      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     98.99
02:26:07 AM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:07 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:07 AM       1      0.00      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     99.01
02:26:08 AM     all      0.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:26:08 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:08 AM       1      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:26:09 AM     all      0.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:09 AM       0      0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.01
02:26:09 AM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:10 AM     all      1.00      0.00      2.50      0.00      0.00      0.00      0.00      0.00      0.00     96.50
02:26:10 AM       0      0.00      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     97.98
02:26:10 AM       1      1.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
02:26:11 AM     all      0.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:11 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:11 AM       1      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
02:26:12 AM     all      1.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.50
02:26:12 AM       0      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
02:26:12 AM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:13 AM     all      0.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:26:13 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:13 AM       1      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
02:26:14 AM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:14 AM       0      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
02:26:14 AM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:15 AM     all      0.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.50
02:26:15 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:15 AM       1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:16 AM     all      0.50      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     99.00
02:26:16 AM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
02:26:16 AM       1      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
02:26:17 AM     all      0.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.50
