Linux 3.10.0-514.16.1.el7.x86_64 (c01-h14-r620.rdu.openstack.engineering.redhat.com_4.example.com) 	06/13/2017 	_x86_64_	(2 CPU)

02:25:46 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:25:47 AM     all     50.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.50
02:25:47 AM       0     95.96      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00      3.03
02:25:47 AM       1      4.04      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     95.96
02:25:48 AM     all     51.00      0.00      4.50      0.00      0.00      0.00      0.00      0.00      0.00     44.50
02:25:48 AM       0      3.96      0.00      6.93      0.00      0.00      0.00      0.00      0.00      0.00     89.11
02:25:48 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:49 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:25:49 AM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:25:49 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:50 AM     all     50.75      0.00      1.51      0.00      0.00      0.00      0.00      0.00      0.00     47.74
02:25:50 AM       0      1.98      0.00      2.97      0.00      0.00      0.00      0.00      0.00      0.00     95.05
02:25:50 AM       1     98.02      0.00      0.99      0.00      0.00      0.00      0.99      0.00      0.00      0.00
02:25:51 AM     all     50.00      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     49.01
02:25:51 AM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:25:51 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:52 AM     all     50.25      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     48.74
02:25:52 AM       0      0.99      0.00      1.98      0.00      0.00      0.00      0.00      0.00      0.00     97.03
02:25:52 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:53 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.50      0.00      0.00     48.76
02:25:53 AM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:25:53 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:54 AM     all     50.50      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     48.50
02:25:54 AM       0      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
02:25:54 AM       1     99.01      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:55 AM     all     49.75      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:25:55 AM       0     20.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     79.00
02:25:55 AM       1     80.61      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     19.39
02:25:56 AM     all     50.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.50
02:25:56 AM       0     36.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     63.00
02:25:56 AM       1     64.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     36.00
02:25:57 AM     all     50.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     49.00
02:25:57 AM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:25:57 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:58 AM     all     50.75      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     48.26
02:25:58 AM       0      1.96      0.00      1.96      0.00      0.00      0.00      0.00      0.00      0.00     96.08
02:25:58 AM       1     99.01      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:25:59 AM     all     50.50      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     47.50
02:25:59 AM       0      2.02      0.00      3.03      0.00      0.00      0.00      0.00      0.00      0.00     94.95
02:25:59 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:26:00 AM     all     51.26      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     47.74
02:26:00 AM       0      3.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00
02:26:00 AM       1    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:26:01 AM     all     50.25      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     49.25
02:26:01 AM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
02:26:01 AM       1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
